"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2022-01-01 ~ 2022-12-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"474","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9700","202209","05","33,500","-","12","-","-","1996","길주남로 144","-","직거래","-","-"
"475","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202209","05","26,700","-","1","-","-","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"476","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202209","05","60,000","-","16","-","-","2004","체육관로 27","-","중개거래","인천 부평구","-"
"477","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","39.9900","202209","05","20,200","-","9","-","-","2000","부평북로 432","-","중개거래","인천 부평구","-"
"478","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202209","03","25,000","-","15","-","-","1989","충선로 191","-","직거래","-","-"
"479","인천광역시 부평구 갈산동","362","0362","0000","하나","84.7500","202209","03","46,800","-","17","-","-","1992","갈월서로 45","-","중개거래","인천 부평구","-"
"480","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","38.6400","202209","02","17,000","-","4","-","-","1992","굴포로 81","-","중개거래","인천 부평구","-"
"481","인천광역시 부평구 부개동","477-1","0477","0001","대동","40.4450","202209","02","33,000","-","3","-","-","1989","길주로 640","-","중개거래","인천 부평구","-"
"482","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","54.5200","202209","02","25,200","-","4","-","-","1989","부영로 165","-","중개거래","인천 부평구","-"
"483","인천광역시 부평구 부평동","124-32","0124","0032","갤럭시","49.7400","202209","02","25,300","-","15","-","-","2015","장제로 160","-","직거래","-","-"
"484","인천광역시 부평구 청천동","16-8","0016","0008","청천","47.4000","202209","01","23,000","-","3","-","-","1978","청중로51번길 3","-","중개거래","인천 부평구","-"
"485","인천광역시 부평구 삼산동","454-13","0454","0013","삼산타운6단지","84.9600","202209","01","63,000","-","19","-","-","2004","체육관로 57","-","중개거래","인천 부평구","-"
"486","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202209","01","25,500","-","5","-","-","1989","부영로 196","-","중개거래","인천 부평구","-"
"487","인천광역시 부평구 부평동","568-1","0568","0001","대준블루온","24.9200","202209","01","14,500","-","15","-","-","2012","대정로 83","-","직거래","-","-"
"488","인천광역시 부평구 산곡동","369-192","0369","0192","선포","62.4583","202208","31","22,000","-","13","-","-","2002","화랑로105번길 22","-","중개거래","인천 부평구","-"
"489","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.9500","202208","31","55,000","-","7","-","-","1999","원적로 361","-","중개거래","인천 부평구","-"
"490","인천광역시 부평구 부평동","451-64","0451","0064","삼보","39.7100","202208","31","10,500","-","6","-","-","2002","원적로488번길 8","-","중개거래","인천 계양구 인천 부평구","-"
"491","인천광역시 부평구 갈산동","362","0362","0000","하나","84.7500","202208","31","41,000","-","6","-","-","1992","갈월서로 45","20220929","중개거래","인천 부평구","-"
"492","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","133.4480","202208","31","47,000","-","6","-","-","1993","안남로 260","-","중개거래","인천 부평구","-"
"493","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","163.9090","202208","31","85,500","-","12","-","-","2010","부일로 69","-","중개거래","인천 부평구","-"
"494","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","84.9588","202208","30","50,000","-","17","-","-","2007","원적로 344","-","중개거래","인천 부평구","-"
"495","인천광역시 부평구 부평동","431-37","0431","0037","부평타워큐","22.2100","202208","30","12,600","-","8","-","-","2012","부평대로 114","-","직거래","-","-"
"496","인천광역시 부평구 부평동","505-2","0505","0002","헤리움","16.5700","202208","30","10,000","-","15","-","-","2013","장제로 58","-","중개거래","인천 부평구","-"
"497","인천광역시 부평구 부평동","504-4","0504","0004","현대홈타운(504-4)","48.3900","202208","30","21,000","-","7","-","-","2014","부일로 4","-","중개거래","인천 부평구","-"
"498","인천광역시 부평구 부평동","464-40","0464","0040","TK리즈빌","39.2200","202208","30","21,000","-","11","-","-","2015","부평대로 105","-","직거래","-","-"
"499","인천광역시 부평구 부평동","119-15","0119","0015","그랜드캐슬","62.4600","202208","30","29,600","-","14","-","-","2017","부흥북로96번길 20-4","-","직거래","-","-"
"500","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202208","29","39,000","-","3","-","-","1998","세월천로 16","-","중개거래","인천 부평구","-"
"501","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202208","29","31,000","-","5","-","-","2005","이규보로 79","20221019","중개거래","인천 부평구","-"
"502","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202208","29","31,000","-","5","-","-","2005","이규보로 79","-","중개거래","인천 부평구","-"
"503","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","49.9600","202208","29","30,000","-","3","-","-","1996","길주남로 144","-","중개거래","인천 부평구","-"
"504","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.3900","202208","29","30,000","-","15","-","-","2000","부평북로 463","-","중개거래","인천 부평구","-"
"505","인천광역시 부평구 부평동","222-25","0222","0025","V-TOWER","18.0600","202208","29","4,800","-","5","-","-","2012","시장로71번길 3","-","중개거래","인천 부평구","-"
"506","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","75.2500","202208","29","31,000","-","10","-","-","1990","안남로222번길 27","-","중개거래","인천 부평구","-"
"507","인천광역시 부평구 산곡동","274","0274","0000","경남2차","84.4300","202208","29","36,000","-","9","-","-","1991","안남로222번길 30","-","중개거래","인천 부평구","-"
"508","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","41.4400","202208","29","26,000","-","15","-","-","1989","안남로 91","-","중개거래","인천 부평구","-"
"509","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202208","29","31,000","-","5","-","-","2005","이규보로 79","20221019","중개거래","인천 부평구","-"
"510","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","54.5200","202208","28","26,000","-","13","-","-","1989","부영로 165","-","중개거래","인천 부평구","-"
"511","인천광역시 부평구 삼산동","513","0513","0000","서해그랑블","84.9800","202208","28","50,000","-","24","-","-","2011","영성동로18번길 20","-","중개거래","인천 부평구","-"
"512","인천광역시 부평구 부평동","124-13","0124","0013","신승캐슬","45.8500","202208","27","18,700","-","13","-","-","2015","장제로 166","-","중개거래","인천 부평구","-"
"513","인천광역시 부평구 삼산동","359-2","0359","0002","광명13차","47.2600","202208","27","17,500","-","4","-","-","1990","후정동로 68","-","중개거래","인천 부평구","-"
"514","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","76.3880","202208","27","37,000","-","6","-","-","1989","부영로 196","-","중개거래","인천 부평구","-"
"515","인천광역시 부평구 부평동","504-4","0504","0004","현대홈타운(504-4)","49.3800","202208","26","20,500","-","13","-","-","2014","부일로 4","-","중개거래","인천 부평구","-"
"516","인천광역시 부평구 삼산동","170-1","0170","0001","삼산벽산블루밍","84.3175","202208","26","45,000","-","10","-","-","2005","후정동로 12","-","중개거래","인천 부평구","-"
"517","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.9600","202208","26","60,000","-","21","-","-","2004","체육관로 27","-","중개거래","인천 부평구","-"
"518","인천광역시 부평구 부평동","431-14","0431","0014","산누리빌","60.0600","202208","26","43,900","-","19","-","-","2022","부평대로 134","-","직거래","-","-"
"519","인천광역시 부평구 부개동","494","0494","0000","성일","50.8800","202208","26","29,000","-","5","-","-","1990","수변로52번길 6","-","중개거래","인천 부평구","-"
"520","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.9500","202208","26","42,000","-","7","-","-","1999","원적로 361","-","중개거래","인천 부평구","-"
"521","인천광역시 부평구 부평동","799-5","0799","0005","가나안미도","59.3100","202208","25","26,057","-","5","-","-","1986","부평대로165번길 40","-","직거래","-","-"
"522","인천광역시 부평구 부평동","519-9","0519","0009","벨라루체","31.6300","202208","25","16,200","-","8","-","-","2015","장제로 99","-","중개거래","인천 부평구","-"
"523","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202208","25","44,000","-","6","-","-","2005","굴포로 105","-","중개거래","인천 부평구","-"
"524","인천광역시 부평구 부평동","379-46","0379","0046","일신","40.9900","202208","24","11,500","-","4","-","-","2002","부흥북로 62-1","-","중개거래","인천 부평구","-"
"525","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202208","24","44,000","-","11","-","-","2005","굴포로 105","-","직거래","-","-"
"526","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202208","24","27,000","-","14","-","-","2000","부평북로 432","-","중개거래","인천 부평구","-"
"527","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","59.8900","202208","24","40,000","-","14","-","-","2012","동수로120번길 43","-","중개거래","인천 부평구","-"
"528","인천광역시 부평구 부평동","518-1","0518","0001","스위트홈1동","42.5700","202208","23","21,000","-","5","-","-","2015","장제로 100","-","직거래","-","-"
"529","인천광역시 부평구 부평동","496-2","0496","0002","서린레이크","41.2600","202208","23","16,700","-","9","-","-","2015","장제로52번길 31","-","중개거래","인천 부평구","-"
"530","인천광역시 부평구 갈산동","363","0363","0000","태화(363)","125.5600","202208","23","59,000","-","13","-","-","1992","갈월서로 46","-","중개거래","인천 부평구","-"
"531","인천광역시 부평구 부평동","504-4","0504","0004","현대홈타운(504-4)","48.3900","202208","22","28,500","-","2","-","-","2014","부일로 4","-","직거래","-","-"
"532","인천광역시 부평구 산곡동","145","0145","0000","경남3차","84.8700","202208","22","39,700","-","7","-","-","1992","마장로272번길 76","-","중개거래","인천 부평구","-"
"533","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202208","22","36,000","-","3","-","-","1999","원적로 361","-","직거래","-","-"
"534","인천광역시 부평구 부개동","494","0494","0000","성일","50.8800","202208","22","26,900","-","2","-","-","1990","수변로52번길 6","-","중개거래","경기 부천시 인천 부평구","-"
"535","인천광역시 부평구 부개동","477-5","0477","0005","동아","40.1400","202208","22","32,000","-","6","-","-","1988","길주남로113번길 12","-","중개거래","인천 부평구","-"
"536","인천광역시 부평구 부개동","477-1","0477","0001","대동","48.4800","202208","22","38,500","-","2","-","-","1988","길주로 640","-","중개거래","인천 부평구","-"
"537","인천광역시 부평구 부평동","568-1","0568","0001","대준블루온","25.0500","202208","22","14,000","-","7","-","-","2012","대정로 83","-","중개거래","인천 남동구","-"
"538","인천광역시 부평구 부평동","464-40","0464","0040","TK리즈빌","40.6000","202208","22","17,500","-","10","-","-","2015","부평대로 105","-","중개거래","인천 부평구","-"
"539","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","76.7400","202208","20","56,500","-","5","-","-","1987","부평문화로 37","-","중개거래","인천 부평구","-"
"540","인천광역시 부평구 삼산동","359-2","0359","0002","광명13차","47.2600","202208","20","17,500","-","3","-","-","1990","후정동로 68","-","중개거래","인천 부평구","-"
"541","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","54.5200","202208","20","26,250","-","12","-","-","1989","부영로 165","-","중개거래","인천 부평구","-"
"542","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202208","20","33,000","-","5","-","-","1999","원적로 361","-","중개거래","인천 부평구","-"
"543","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202208","20","38,000","-","14","-","-","1998","세월천로 16","-","중개거래","인천 부평구","-"
"544","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","39.9900","202208","19","20,000","-","1","-","-","1996","길주남로 144","-","중개거래","인천 부평구","-"
"545","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","39.9900","202208","19","23,000","-","10","-","-","1996","길주남로 144","-","중개거래","인천 부평구","-"
"546","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","44.9400","202208","19","22,000","-","7","-","-","1992","굴포로 81","-","중개거래","인천 부평구","-"
"547","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.5800","202208","19","44,700","-","7","-","-","1999","원적로 361","-","중개거래","인천 부평구","-"
"548","인천광역시 부평구 부평동","222-25","0222","0025","V-TOWER","17.5000","202208","19","4,800","-","5","-","-","2012","시장로71번길 3","-","중개거래","인천 부평구","-"
"549","인천광역시 부평구 부평동","65-7","0065","0007","욱일","84.1600","202208","19","33,000","-","14","-","-","1990","부흥로243번길 39","-","중개거래","인천 부평구","-"
"550","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","115.0311","202208","18","60,000","-","19","-","-","2007","원적로 344","-","중개거래","인천 부평구","-"
"551","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","59.9600","202208","18","48,000","-","13","-","-","2022","원적로287번길 25","-","중개거래","인천 부평구","-"
"552","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202208","17","62,500","-","15","-","-","2005","수변로 333","-","중개거래","경기 안산상록구","-"
"553","인천광역시 부평구 십정동","572-2","0572","0002","이레하이니스(572-2)","45.5400","202208","17","14,500","-","8","-","-","2015","마장로 18","-","직거래","-","-"
"554","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9300","202208","17","37,500","-","18","-","-","1996","길주남로 144","-","중개거래","인천 부평구","-"
"555","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","59.9000","202208","17","29,000","-","8","-","-","1988","안남로 91","-","중개거래","인천 부평구","-"
"556","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.4100","202208","17","31,000","-","10","-","-","2000","부평북로 463","-","중개거래","인천 부평구","-"
"557","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","84.9770","202208","16","40,000","-","11","-","-","1995","일신로14번길 23","-","중개거래","인천 부평구","-"
"558","인천광역시 부평구 부평동","222-2","0222","0002","스위트홈","41.3900","202208","16","20,500","-","2","-","-","2014","시장로 67","-","직거래","-","-"
"559","인천광역시 부평구 부평동","431-15","0431","0015","헤리움노블레스","16.7600","202208","16","12,500","-","11","-","-","2014","부평대로 132","-","중개거래","인천 부평구","-"
"560","인천광역시 부평구 청천동","236-5","0236","0005","미도6","59.0400","202208","16","24,500","-","6","-","-","1988","길주로494번길 50","-","직거래","-","-"
"561","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202208","16","27,000","-","7","-","-","1989","충선로 191","-","중개거래","인천 부평구","-"
"562","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202208","16","22,500","-","6","-","-","1989","충선로 191","-","중개거래","인천 부평구","-"
"563","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.9500","202208","16","42,000","-","1","-","-","1999","원적로 361","-","중개거래","인천 부평구","-"
"564","인천광역시 부평구 부평동","160-20","0160","0020","젬펠리스","18.4600","202208","15","6,300","-","8","-","-","2012","대정로90번길 23","-","중개거래","인천 부평구","-"
"565","인천광역시 부평구 산곡동","307","0307","0000","현대1차","72.4800","202208","15","31,000","-","10","-","-","1985","경원대로 1269","-","중개거래","인천 부평구","-"
"566","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202208","15","30,000","-","4","-","-","2005","이규보로 79","-","중개거래","인천 부평구","-"
"567","인천광역시 부평구 부평동","150-25","0150","0025","부평라일플로리스2차","17.1650","202208","15","10,200","-","15","-","-","2013","장제로101번길 35","-","직거래","-","-"
"568","인천광역시 부평구 부평동","408-38","0408","0038","위너스빌","49.4200","202208","14","19,600","-","5","-","-","2012","주부토로56번길 7","-","중개거래","인천 부평구","-"
"569","인천광역시 부평구 부평동","217-3","0217","0003","엔에스파크(217-3)","67.0500","202208","14","25,300","-","7","-","-","2013","시장로 83-1","-","중개거래","경기 부천시","-"
"570","인천광역시 부평구 부평동","284-5","0284","0005","성일파크뷰(284-5)","82.1300","202208","14","30,000","-","10","-","-","2003","부평공원로 55","-","중개거래","인천 부평구","-"
"571","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","46.3100","202208","14","27,000","-","14","-","-","2005","이규보로61번길 21","-","중개거래","인천 부평구","-"
"572","인천광역시 부평구 삼산동","254","0254","0000","한국","52.8300","202208","13","19,900","-","1","-","-","1989","평천로 395","-","중개거래","인천 부평구","-"
"573","인천광역시 부평구 산곡동","222","0222","0000","한신휴","59.9460","202208","13","37,000","-","14","-","-","2003","마장로220번길 13","-","직거래","-","-"
"574","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","72.5400","202208","13","41,000","-","8","-","-","1989","안남로 91","-","중개거래","인천 부평구","-"
"575","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","59.8900","202208","13","45,000","-","12","-","-","2012","동수로120번길 43","-","직거래","-","-"
"576","인천광역시 부평구 부평동","738-45","0738","0045","에코파인","80.8900","202208","12","49,000","-","2","-","-","2018","광장로24번길 34","-","중개거래","인천 부평구","-"
"577","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","84.9400","202208","12","45,000","-","11","-","-","1989","마장로 121","-","중개거래","인천 부평구","-"
"578","인천광역시 부평구 갈산동","416","0416","0000","태화(416)","84.9000","202208","12","34,000","-","10","-","-","1994","부평북로 313","-","중개거래","인천 부평구","-"
"579","인천광역시 부평구 부평동","505-1","0505","0001","로뎀레뷰","47.2200","202208","12","18,400","-","9","-","-","2013","장제로52번길 13","-","중개거래","경기 부천시","-"
"580","인천광역시 부평구 부평동","217-3","0217","0003","엔에스파크(217-3)","63.5500","202208","12","18,000","-","12","-","-","2013","시장로 83-1","-","직거래","-","-"
"581","인천광역시 부평구 부평동","431-22","0431","0022","씨티원","34.1900","202208","11","14,500","-","8","-","-","2016","부평대로 124","-","중개거래","인천 부평구","-"
"582","인천광역시 부평구 산곡동","124-23","0124","0023","한화1단지","84.3700","202208","11","48,000","-","14","-","-","1997","원적로 361","-","직거래","-","-"
"583","인천광역시 부평구 부평동","505-2","0505","0002","헤리움","16.5700","202208","11","11,000","-","15","-","-","2013","장제로 58","-","중개거래","인천 부평구","-"
"584","인천광역시 부평구 부평동","505-2","0505","0002","헤리움","11.7400","202208","10","10,300","-","8","-","-","2013","장제로 58","-","직거래","-","-"
"585","인천광역시 부평구 부평동","161-12","0161","0012","현대렉스힐","38.9800","202208","10","16,800","-","13","-","-","2013","동수천로 1","-","직거래","-","-"
"586","인천광역시 부평구 갈산동","361-4","0361","0004","대동1","106.6200","202208","10","51,500","-","2","-","-","1992","주부토로 193","-","중개거래","인천 부평구","-"
"587","인천광역시 부평구 청천동","377-9","0377","0009","인향","59.9570","202208","10","20,500","-","16","-","-","1994","청안로 8","-","중개거래","인천 부평구","-"
"588","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202208","09","40,500","-","4","-","-","2005","굴포로 105","-","중개거래","인천 부평구","-"
"589","인천광역시 부평구 부평동","124-32","0124","0032","갤럭시","49.9700","202208","09","25,000","-","13","-","-","2015","장제로 160","-","중개거래","경기 부천시","-"
"590","인천광역시 부평구 부개동","251-2","0251","0002","동원","56.7300","202208","09","15,000","-","3","-","-","1991","동수로128번길 26","-","중개거래","인천 부평구","-"
"591","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","59.8167","202208","08","42,700","-","3","-","-","2007","원적로 344","-","중개거래","인천 부평구","-"
"592","인천광역시 부평구 부평동","534-88","0534","0088","부평룩소르주상복합아파트","45.8736","202208","08","22,000","-","13","-","-","2018","경원대로 1350","-","중개거래","인천 부평구","-"
"593","인천광역시 부평구 갈산동","161","0161","0000","부평지앤지","45.8650","202208","08","28,500","-","6","-","-","2017","부평대로296번길 40","-","직거래","-","-"
"594","인천광역시 부평구 부평동","180-20","0180","0020","메이져뷰","39.8300","202208","07","16,000","-","3","-","-","2013","광장로24번길 67","-","중개거래","인천 부평구","-"
"595","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202208","07","27,500","-","12","-","-","1989","부영로 196","-","중개거래","인천 부평구","-"
"596","인천광역시 부평구 부평동","568-1","0568","0001","대준블루온","24.9200","202208","07","13,500","-","11","-","-","2012","대정로 83","-","직거래","-","-"
"597","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202208","07","28,000","-","16","-","-","2000","부평북로 432","-","중개거래","인천 부평구","-"
"598","인천광역시 부평구 부평동","150-25","0150","0025","부평라일플로리스2차","17.1650","202208","07","10,000","-","10","-","-","2013","장제로101번길 35","-","직거래","-","-"
"599","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202208","06","27,000","-","13","-","-","2000","부평북로 432","-","중개거래","경기 김포시","-"
"600","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202208","06","34,000","-","7","-","-","1998","세월천로 16","-","중개거래","인천 부평구","-"
"601","인천광역시 부평구 부개동","308-5","0308","0005","현대","59.3100","202208","06","30,000","-","15","-","-","1993","경인로1083번길 32","-","중개거래","인천 부평구","-"
"602","인천광역시 부평구 청천동","191-6","0191","0006","청천1차뷰그리안","47.2700","202208","05","22,000","-","10","-","-","2018","세월천로 17","-","중개거래","인천 부평구","-"
"603","인천광역시 부평구 부평동","501-1","0501","0001","더갤러리","54.2500","202208","05","20,000","-","13","-","-","2016","장제로52번길 26","-","직거래","-","-"
"604","인천광역시 부평구 부평동","151-12","0151","0012","JH타워","49.2500","202208","04","21,000","-","6","-","-","2015","대정로 67","-","중개거래","인천 부평구","-"
"605","인천광역시 부평구 부평동","492-2","0492","0002","한결(101동)","57.6700","202208","04","22,500","-","7","-","-","2015","부일로 25","-","중개거래","인천 부평구","-"
"606","인천광역시 부평구 산곡동","222","0222","0000","한신휴","84.9790","202208","04","45,000","-","15","-","-","2003","마장로220번길 13","-","중개거래","인천 부평구","-"
"607","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","59.9930","202208","03","36,600","-","25","-","-","2022","경인로1024번길 21","-","직거래","-","-"
"608","인천광역시 부평구 구산동","360","0360","0000","부평자이","59.9602","202208","03","40,000","-","10","-","-","2006","일신로 120","-","중개거래","경기 부천시 인천 부평구","-"
"609","인천광역시 부평구 부개동","120-46","0120","0046","백영","84.5200","202208","02","41,500","-","13","-","-","1999","수변로 115","-","중개거래","인천 부평구","-"
"610","인천광역시 부평구 부평동","204-45","0204","0045","무한레뷰8차","39.2065","202208","01","21,000","-","10","-","-","2016","대정로 44","-","중개거래","인천 부평구","-"
"611","인천광역시 부평구 삼산동","191","0191","0000","대보","63.9000","202208","01","30,000","-","5","-","-","1985","후정동로 5","-","직거래","-","-"
"612","인천광역시 부평구 부평동","119-15","0119","0015","그랜드캐슬","67.1500","202208","01","34,000","-","14","-","-","2017","부흥북로96번길 20-4","-","직거래","-","-"
"613","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","84.9200","202208","01","60,000","-","15","-","-","2012","동수로120번길 43","-","중개거래","인천 부평구","-"
"614","인천광역시 부평구 산곡동","38-36","0038","0036","동남","52.9200","202208","01","24,000","-","3","-","-","1988","산청로 32","-","중개거래","인천 부평구","-"
"615","인천광역시 부평구 부평동","534-92","0534","0092","아뜨리에","12.6500","202207","31","8,500","-","6","-","-","2011","경원대로 1346","-","직거래","-","-"
"616","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","59.9900","202207","30","35,000","-","3","-","-","1998","동수천로 118","-","중개거래","인천 부평구","-"
"617","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.9300","202207","30","38,000","-","16","-","-","1996","길주남로 143","-","중개거래","인천 부평구","-"
"618","인천광역시 부평구 부평동","519-9","0519","0009","벨라루체","44.4100","202207","30","23,000","-","7","-","-","2015","장제로 99","-","중개거래","인천 부평구","-"
"619","인천광역시 부평구 삼산동","359","0359","0000","광명12차","57.8700","202207","29","25,500","-","1","-","-","1990","후정동로 63","-","중개거래","인천 부평구","-"
"620","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","75.2500","202207","29","30,000","-","10","-","-","1990","안남로222번길 27","-","직거래","-","-"
"621","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","101.9500","202207","28","52,800","-","11","-","-","1999","원적로 361","-","중개거래","인천 부평구","-"
"622","인천광역시 부평구 부평동","431-14","0431","0014","산누리빌","60.0600","202207","28","42,300","-","9","-","-","2022","부평대로 134","-","직거래","-","-"
"623","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202207","27","48,000","-","16","-","-","1996","부흥로 246","-","중개거래","인천 부평구","-"
"624","인천광역시 부평구 청천동","5-5","0005","0005","영진","59.7700","202207","27","18,000","-","16","-","-","1995","청중로 81","-","중개거래","인천 부평구","-"
"625","인천광역시 부평구 산곡동","145","0145","0000","경남3차","84.8700","202207","27","35,500","-","20","-","-","1992","마장로272번길 76","-","중개거래","인천 부평구","-"
"626","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202207","27","48,000","-","16","-","-","1996","부흥로 246","20220914","중개거래","인천 부평구","-"
"627","인천광역시 부평구 부평동","124-32","0124","0032","갤럭시","49.7400","202207","27","15,000","-","3","-","-","2015","장제로 160","-","중개거래","인천 미추홀구","-"
"628","인천광역시 부평구 갈산동","374","0374","0000","아주","84.7500","202207","26","43,500","-","1","-","-","1992","갈월서로 26","-","중개거래","인천 부평구","-"
"629","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","84.3600","202207","26","42,000","-","18","-","-","1993","갈월동로 42","20221117","중개거래","인천 계양구 인천 부평구","-"
"630","인천광역시 부평구 산곡동","155-1","0155","0001","한양(155-1)","84.6650","202207","26","39,500","-","8","-","-","1992","안남로 231","-","중개거래","인천 부평구","-"
"631","인천광역시 부평구 부평동","65-7","0065","0007","욱일","80.6500","202207","26","35,000","-","7","-","-","1991","부흥로243번길 39","-","중개거래","인천 부평구","-"
"632","인천광역시 부평구 삼산동","454-4","0454","0004","서해그랑블5단지","118.1342","202207","26","80,000","-","17","-","-","2004","굴포로 158","-","중개거래","인천 부평구","-"
"633","인천광역시 부평구 부평동","507-2","0507","0002","M-City","19.3900","202207","26","7,500","-","4","-","-","2014","장제로 62","-","중개거래","인천 부평구","-"
"634","인천광역시 부평구 산곡동","274","0274","0000","경남2차","84.4300","202207","25","36,000","-","6","-","-","1991","안남로222번길 30","-","중개거래","인천 부평구","-"
"635","인천광역시 부평구 부평동","433-63","0433","0063","수인시티","70.8400","202207","24","19,000","-","6","-","-","2002","주부토로75번길 40","-","중개거래","인천 부평구","-"
