"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2022-01-01 ~ 2022-12-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"22","인천광역시 부평구 부평동","505-2","0505","0002","헤리움","16.5700","202212","28","11,500","-","5","-","-","2013","장제로 58","-","중개거래","인천 미추홀구","-"
"23","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.5600","202212","28","29,000","-","12","-","-","1996","길주남로 144","-","중개거래","인천 부평구","-"
"24","인천광역시 부평구 청천동","5-5","0005","0005","영진","52.4800","202212","28","14,600","-","12","-","-","1995","청중로 81","-","중개거래","인천 부평구","-"
"25","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","84.3620","202212","28","58,000","-","11","-","-","2011","안남로 269","-","직거래","-","-"
"26","인천광역시 부평구 산곡동","124-23","0124","0023","한화1단지","59.6600","202212","28","30,000","-","15","-","-","1997","원적로 361","-","직거래","-","-"
"27","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202212","27","45,000","-","21","-","-","2005","수변로 333","-","중개거래","인천 부평구","-"
"28","인천광역시 부평구 삼산동","56-3","0056","0003","삼보","84.9500","202212","27","32,000","-","9","-","-","1990","후정동로 43","-","중개거래","인천 부평구","-"
"29","인천광역시 부평구 부평동","504-4","0504","0004","현대홈타운(504-4)","48.4400","202212","26","21,700","-","3","-","-","2014","부일로 4","-","직거래","-","-"
"30","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","59.8167","202212","26","39,000","-","5","-","-","2007","원적로 344","-","중개거래","인천 부평구","-"
"31","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.9800","202212","24","27,000","-","4","-","-","1996","길주남로 143","-","중개거래","인천 부평구","-"
"32","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202212","24","20,200","-","6","-","-","2000","부평북로 432","-","중개거래","인천 부평구","-"
"33","인천광역시 부평구 부평동","396-3","0396","0003","현민쎈스","45.8300","202212","24","15,300","-","5","-","-","2004","장제로159번길 22","20230201","중개거래","인천 부평구","-"
"34","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","45.0000","202212","24","24,000","-","12","-","-","1993","주부토로 201","-","중개거래","인천 계양구 인천 부평구","-"
"35","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","84.9450","202212","24","36,000","-","15","-","-","1990","마장로 121","-","중개거래","인천 부평구","-"
"36","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202212","24","22,000","-","13","-","-","2000","부평북로 432","-","중개거래","인천 부평구","-"
"37","인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.4568","202212","23","31,750","-","13","-","-","2020","평천로141번길 11","-","직거래","-","-"
"38","인천광역시 부평구 산곡동","261-8","0261","0008","경남5차","84.9700","202212","23","25,000","-","6","-","-","1992","마장로264번길 66","-","중개거래","인천 부평구","-"
"39","인천광역시 부평구 산곡동","255-1","0255","0001","뉴서울아파트","66.4000","202212","23","21,800","-","10","-","-","1991","마장로264번길 33","-","중개거래","인천 부평구","-"
"40","인천광역시 부평구 산곡동","155-1","0155","0001","한양(155-1)","84.6650","202212","23","26,000","-","17","-","-","1992","안남로 231","-","중개거래","인천 부평구","-"
"41","인천광역시 부평구 산곡동","185-17","0185","0017","한양(185-17)","84.6750","202212","23","30,000","-","15","-","-","1993","마장로272번길 20","-","직거래","-","-"
"42","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.3900","202212","23","26,500","-","11","-","-","2000","부평북로 463","-","중개거래","인천 부평구","-"
"43","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202212","23","30,000","-","24","-","-","1998","안남로 272","-","중개거래","인천 부평구","-"
"44","인천광역시 부평구 부평동","415-8","0415","0008","인스테이션","21.9400","202212","23","12,500","-","15","-","-","2012","주부토로 48","-","직거래","-","-"
"45","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202212","23","19,900","-","6","-","-","2000","부평북로 432","-","중개거래","인천 부평구","-"
"46","인천광역시 부평구 갈산동","368","0368","0000","두산","101.8200","202212","23","45,000","-","8","-","-","1992","갈월동로 45","-","중개거래","서울 광진구 인천 부평구","-"
"47","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202212","22","32,000","-","19","-","-","1998","세월천로 16","-","중개거래","인천 부평구","-"
"48","인천광역시 부평구 부평동","222-25","0222","0025","V-TOWER","17.5000","202212","21","6,700","-","6","-","-","2012","시장로71번길 3","-","직거래","-","-"
"49","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202212","21","40,000","-","12","-","-","2004","체육관로 27","-","직거래","-","-"
"50","인천광역시 부평구 산곡동","43-1","0043","0001","수암","44.8200","202212","21","40,000","-","4","-","-","1988","마장로361번길 15","-","중개거래","인천 부평구","-"
"51","인천광역시 부평구 산곡동","306-3","0306","0003","우성4차","84.9700","202212","21","36,000","-","4","-","-","1991","안남로123번길 46","-","직거래","-","-"
"52","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202212","21","35,000","-","9","-","-","1999","원적로 361","-","직거래","-","-"
"53","인천광역시 부평구 부평동","180-19","0180","0019","투엠레뷰","44.4600","202212","21","16,500","-","10","-","-","2013","광장로30번길 74","-","직거래","-","-"
"54","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9630","202212","20","59,900","-","7","-","-","2014","길주남로10번길 21","-","직거래","-","-"
"55","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202212","20","48,000","-","20","-","-","2005","수변로 333","-","중개거래","인천 부평구","-"
"56","인천광역시 부평구 부평동","119-2","0119","0002","스위트홈","45.0000","202212","20","17,700","-","8","-","-","2014","부흥북로 88","-","중개거래","인천 부평구","-"
"57","인천광역시 부평구 삼산동","454-13","0454","0013","삼산타운6단지","84.9600","202212","20","52,500","-","15","-","-","2004","체육관로 57","-","중개거래","인천 부평구","-"
"58","인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","39.9900","202212","19","18,000","-","11","-","-","1995","항동로75번길 11","-","중개거래","인천 부평구","-"
"59","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","46.2300","202212","19","20,200","-","9","-","-","2005","이규보로61번길 21","-","중개거래","인천 부평구","-"
"60","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","41.3000","202212","17","19,500","-","6","-","-","1992","굴포로 81","-","중개거래","인천 부평구","-"
"61","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","45.0000","202212","17","22,400","-","18","-","-","1993","주부토로 201","-","중개거래","인천 부평구","-"
"62","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","101.5150","202212","17","45,000","-","6","-","-","1998","안남로 272","-","중개거래","인천 부평구","-"
"63","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202212","16","40,000","-","6","-","-","1998","안남로 272","-","중개거래","인천 부평구","-"
"64","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","49.5700","202212","16","23,000","-","6","-","-","2000","영성중로 57","-","중개거래","인천 부평구 인천 서구","-"
"65","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","84.9770","202212","16","33,000","-","8","-","-","1995","일신로14번길 23","-","직거래","-","-"
"66","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202212","15","44,500","-","6","-","-","2005","수변로 333","-","중개거래","인천 부평구","-"
"67","인천광역시 부평구 부평동","497-2","0497","0002","삼진","48.5900","202212","15","29,700","-","5","-","-","1983","부일로 24","-","중개거래","인천 부평구","-"
"68","인천광역시 부평구 부평동","519-9","0519","0009","벨라루체","44.4100","202212","15","21,500","-","5","-","-","2015","장제로 99","-","직거래","-","-"
"69","인천광역시 부평구 부평동","151-12","0151","0012","JH타워","49.7600","202212","15","20,500","-","7","-","-","2015","대정로 67","-","중개거래","인천 부평구","-"
"70","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","46.5200","202212","14","22,200","-","16","-","-","2005","이규보로61번길 21","-","중개거래","인천 부평구","-"
"71","인천광역시 부평구 부개동","13-3","0013","0003","오성","64.2000","202212","14","30,090","-","1","-","-","1984","충선로161번길 15","-","중개거래","인천 부평구","-"
"72","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202212","14","30,000","-","12","-","-","1998","안남로 272","-","중개거래","인천 부평구","-"
"73","인천광역시 부평구 부평동","180-19","0180","0019","투엠레뷰","46.0900","202212","14","18,000","-","5","-","-","2013","광장로30번길 74","-","중개거래","서울 강서구","-"
"74","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","110.0740","202212","13","80,000","-","19","-","-","2011","안남로 269","-","중개거래","인천 부평구","-"
"75","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","49.9600","202212","13","28,500","-","6","-","-","1996","길주남로 143","-","중개거래","인천 부평구","-"
"76","인천광역시 부평구 부평동","431-14","0431","0014","산누리빌","67.8400","202212","13","45,400","-","10","-","-","2022","부평대로 134","-","직거래","-","-"
"77","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202212","13","27,000","-","1","-","-","2000","영성중로 57","-","중개거래","인천 부평구","-"
"78","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","45.0000","202212","12","20,000","-","4","-","-","1993","주부토로 201","-","중개거래","인천 부평구","-"
"79","인천광역시 부평구 부평동","521-7","0521","0007","서린레이크","49.9300","202212","12","18,000","-","4","-","-","2014","장제로101번길 21","-","중개거래","인천 부평구","-"
"80","인천광역시 부평구 부평동","431-15","0431","0015","헤리움노블레스","16.7600","202212","12","13,000","-","7","-","-","2014","부평대로 132","-","직거래","-","-"
"81","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202212","12","26,800","-","6","-","-","1998","세월천로 16","-","중개거래","인천 부평구","-"
"82","인천광역시 부평구 십정동","216","0216","0000","백영","60.0000","202212","12","17,000","-","10","-","-","1997","경원대로 1086","-","직거래","-","-"
"83","인천광역시 부평구 부평동","372-12","0372","0012","현대홈타운","35.1844","202212","10","15,800","-","3","-","-","2014","주부토로 28-2","-","중개거래","인천 부평구","-"
"84","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202212","10","34,000","-","5","-","-","1986","부평문화로 37","-","중개거래","인천 부평구","-"
"85","인천광역시 부평구 삼산동","454-13","0454","0013","삼산타운6단지","84.0700","202212","10","54,000","-","7","-","-","2004","체육관로 57","-","중개거래","인천 부평구","-"
"86","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.9700","202212","10","30,000","-","18","-","-","1996","길주남로 143","-","중개거래","인천 부평구","-"
"87","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.9700","202212","10","29,900","-","7","-","-","1996","길주남로 143","-","중개거래","서울 중구 인천 부평구","-"
"88","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.6000","202212","09","34,000","-","12","-","-","1985","경원대로 1269","-","중개거래","인천 부평구","-"
"89","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","41.0200","202212","09","19,500","-","6","-","-","1989","부영로 165","-","직거래","-","-"
"90","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202212","09","22,000","-","13","-","-","1989","부영로 196","-","중개거래","인천 부평구","-"
"91","인천광역시 부평구 산곡동","182","0182","0000","한양(182)","55.1200","202212","09","30,000","-","5","-","-","1988","마장로 287","-","직거래","-","-"
"92","인천광역시 부평구 십정동","390-16","0390","0016","수정","55.8900","202212","09","18,000","-","2","-","-","1985","하정로 21","20230106","중개거래","인천 부평구","-"
"93","인천광역시 부평구 부평동","431-37","0431","0037","부평타워큐","22.2100","202212","09","12,500","-","7","-","-","2012","부평대로 114","-","직거래","-","-"
"94","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202212","08","20,000","-","1","-","-","1989","부영로 196","-","중개거래","인천 부평구","-"
"95","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202212","08","28,000","-","21","-","-","1998","안남로 272","20221227","직거래","-","-"
"96","인천광역시 부평구 십정동","216","0216","0000","백영","60.0000","202212","08","18,800","-","8","-","-","1997","경원대로 1086","-","중개거래","인천 부평구","-"
"97","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","84.9770","202212","08","40,000","-","18","-","-","1995","일신로14번길 23","-","직거래","-","-"
"98","인천광역시 부평구 산곡동","306-3","0306","0003","우성4차","108.9500","202212","08","39,000","-","7","-","-","1991","안남로123번길 46","-","중개거래","인천 부평구","-"
"99","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","84.9588","202212","08","52,500","-","10","-","-","2007","원적로 344","-","중개거래","인천 부평구","-"
"100","인천광역시 부평구 부개동","477-2","0477","0002","대진","39.6000","202212","08","23,000","-","2","-","-","1988","길주로 654","-","중개거래","인천 부평구","-"
"101","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202212","08","34,000","-","2","-","-","1996","부흥로 246","-","직거래","-","-"
"102","인천광역시 부평구 부평동","560-2","0560","0002","웰링턴","61.1700","202212","07","29,600","-","7","-","-","2019","대정로 93","-","직거래","-","-"
"103","인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","39.9900","202212","07","17,500","-","2","-","-","1995","항동로75번길 11","-","중개거래","인천 부평구","-"
"104","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202212","07","20,400","-","6","-","-","2000","부평북로 432","-","중개거래","인천 부평구","-"
"105","인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.6518","202212","07","26,550","-","2","-","-","2020","평천로141번길 11","-","직거래","-","-"
"106","인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.6518","202212","07","28,550","-","15","-","-","2020","평천로141번길 11","-","직거래","-","-"
"107","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202212","06","40,500","-","5","-","-","1998","안남로 272","-","중개거래","인천 부평구","-"
"108","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202212","06","35,000","-","6","-","-","1996","부흥로 246","-","직거래","-","-"
"109","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","45.0000","202212","06","23,900","-","8","-","-","1993","주부토로 201","-","중개거래","인천 부평구","-"
"110","인천광역시 부평구 산곡동","91-2","0091","0002","부평IPARK","69.9400","202212","06","49,000","-","26","-","-","2020","길주로364번길 9","-","중개거래","인천 부평구","-"
"111","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","84.5552","202212","06","72,500","-","37","-","-","2022","열우물로 90","-","중개거래","인천 부평구","-"
"112","인천광역시 부평구 부평동","995","0995","0000","부평역화성파크드림","84.8184","202212","05","55,000","-","14","-","-","2020","동수로 80","-","중개거래","인천 부평구","-"
"113","인천광역시 부평구 삼산동","170-1","0170","0001","삼산벽산블루밍","59.2488","202212","05","34,500","-","15","-","-","2005","후정동로 12","-","중개거래","인천 부평구","-"
"114","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202212","05","46,000","-","6","-","-","2005","굴포로 105","-","직거래","-","-"
"115","인천광역시 부평구 십정동","406-3","0406","0003","동암비버리씨티","12.3728","202212","05","9,000","-","9","-","-","2014","열우물로25번길 14-3","-","직거래","-","-"
"116","인천광역시 부평구 부개동","494-1","0494","0001","대동(494-1)","84.9400","202212","04","33,800","-","4","-","-","1991","부일로113번길 11","-","중개거래","인천 부평구","-"
"117","인천광역시 부평구 부평동","408-38","0408","0038","위너스빌","49.2800","202212","04","17,500","-","10","-","-","2012","주부토로56번길 7","-","중개거래","인천 부평구","-"
"118","인천광역시 부평구 산곡동","369-192","0369","0192","선포","73.4499","202212","04","21,000","-","3","-","-","2002","화랑로105번길 22","-","중개거래","인천 부평구","-"
"119","인천광역시 부평구 삼산동","56-3","0056","0003","삼보","62.5000","202212","03","22,000","-","7","-","-","1990","후정동로47번길 4","-","직거래","-","-"
"120","인천광역시 부평구 십정동","617","0617","0000","브라운스톤백운","84.5349","202212","03","37,500","-","3","-","-","2014","마장로 43-20","-","중개거래","인천 부평구","-"
"121","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202212","03","38,250","-","11","-","-","1998","세월천로 16","-","중개거래","인천 부평구","-"
"122","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","54.5200","202212","03","21,700","-","7","-","-","1989","부영로 165","-","중개거래","인천 부평구","-"
"123","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","171.6700","202212","02","52,000","-","1","-","-","1990","마장로 121","-","직거래","-","-"
"124","인천광역시 부평구 산곡동","191-3","0191","0003","무지개","73.2900","202212","02","25,000","-","4","-","-","1991","마장로264번길 14","-","중개거래","인천 부평구","-"
"125","인천광역시 부평구 부평동","415-3","0415","0003","우주마루","66.1000","202212","02","24,700","-","11","-","-","2011","주부토로 54","-","직거래","-","-"
"126","인천광역시 부평구 부평동","415-8","0415","0008","인스테이션","21.9400","202212","02","12,000","-","10","-","-","2012","주부토로 48","-","중개거래","인천 부평구","-"
"127","인천광역시 부평구 부평동","431-14","0431","0014","산누리빌","67.8400","202212","02","43,800","-","8","-","-","2022","부평대로 134","-","직거래","-","-"
"128","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202212","01","32,000","-","2","-","-","1987","부평문화로 37","-","중개거래","인천 부평구","-"
"129","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.9300","202212","01","28,500","-","5","-","-","1996","길주남로 143","-","직거래","-","-"
"130","인천광역시 부평구 십정동","617","0617","0000","브라운스톤백운","84.5349","202211","30","38,050","-","26","-","-","2014","마장로 43-20","-","중개거래","인천 부평구","-"
"131","인천광역시 부평구 부평동","431-14","0431","0014","산누리빌","51.3800","202211","30","38,300","-","4","-","-","2022","부평대로 134","-","직거래","-","-"
"132","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.6000","202211","30","47,000","-","9","-","-","1986","경원대로 1269","-","중개거래","-","-"
"133","인천광역시 부평구 십정동","216","0216","0000","백영","60.0000","202211","30","18,700","-","21","-","-","1997","경원대로 1086","-","중개거래","인천 부평구","-"
"134","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202211","29","39,000","-","8","-","-","1998","안남로 272","-","중개거래","인천 부평구","-"
"135","인천광역시 부평구 삼산동","454-4","0454","0004","서해그랑블5단지","118.1342","202211","29","66,000","-","8","-","-","2004","굴포로 158","-","중개거래","인천 부평구","-"
"136","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202211","29","28,000","-","1","-","-","1998","안남로 272","-","중개거래","인천 부평구","-"
"137","인천광역시 부평구 부평동","756-421","0756","0421","신성미소지움아파트(101~106동)","84.8720","202211","28","37,000","-","3","-","-","2005","경인로 858","-","중개거래","인천 부평구","-"
"138","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202211","28","35,000","-","22","-","-","2005","굴포로 105","-","중개거래","인천 부평구","-"
"139","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","84.3700","202211","27","54,000","-","10","-","-","2011","안남로 269","-","중개거래","인천 부평구","-"
"140","인천광역시 부평구 부평동","947","0947","0000","래미안부평","114.9590","202211","27","76,000","-","10","-","-","2014","길주남로10번길 21","-","직거래","-","-"
"141","인천광역시 부평구 부평동","150-25","0150","0025","부평라일플로리스2차","17.1650","202211","26","10,500","-","8","-","-","2013","장제로101번길 35","-","직거래","-","-"
"142","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","59.9950","202211","26","44,650","-","11","-","-","2011","안남로 269","-","직거래","-","-"
"143","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202211","26","23,000","-","9","-","-","2000","부평북로 432","-","중개거래","인천 부평구 인천 서구","-"
"144","인천광역시 부평구 산곡동","124-23","0124","0023","한화1단지","59.8800","202211","26","30,000","-","17","-","-","1997","원적로 361","-","중개거래","인천 부평구","-"
"145","인천광역시 부평구 십정동","577-3","0577","0003","신태양","38.7500","202211","25","10,300","-","5","-","-","1987","경인로759번길 5","-","중개거래","인천 부평구","-"
"146","인천광역시 부평구 십정동","406-3","0406","0003","동암비버리씨티","12.0023","202211","25","7,800","-","8","-","-","2014","열우물로25번길 14-3","-","직거래","-","-"
"147","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","131.2040","202211","25","70,000","-","3","-","-","2010","부일로 69","-","중개거래","경기 부천시","-"
"148","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","39.9900","202211","24","19,000","-","12","-","-","1996","길주남로 144","-","중개거래","인천 부평구","-"
"149","인천광역시 부평구 부평동","65-115","0065","0115","대우","84.4370","202211","24","50,000","-","17","-","-","1998","부흥로243번길 7","20230310","직거래","-","-"
"150","인천광역시 부평구 부평동","182-14","0182","0014","더원레뷰3차","45.0900","202211","24","20,200","-","10","-","-","2014","광장로24번길 55","-","직거래","-","-"
"151","인천광역시 부평구 산곡동","182","0182","0000","한양(182)","55.1200","202211","24","30,000","-","5","-","-","1988","마장로 287","20221213","직거래","-","-"
"152","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202211","24","20,000","-","20","-","-","2000","부평북로 432","-","중개거래","서울 송파구 인천 부평구","-"
"153","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202211","23","45,000","-","4","-","-","1998","안남로 272","-","직거래","-","-"
"154","인천광역시 부평구 갈산동","368","0368","0000","두산","101.8200","202211","23","41,000","-","13","-","-","1992","갈월동로 45","-","중개거래","인천 부평구","-"
"155","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202211","23","31,000","-","8","-","-","1998","안남로 272","-","직거래","-","-"
