"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-08-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"67","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202408","16","21,500","-","17","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","-"
"68","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202408","16","63,000","-","16","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","-"
"69","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202408","16","66,000","-","15","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","-"
"70","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202408","16","33,300","-","2","개인","개인","1995","부흥로 246","-","중개거래","인천 부평구","-"
"71","인천광역시 부평구 삼산동","448-1","0448","0001","신성미소지움3단지","101.1500","202408","16","58,000","-","2","개인","개인","2005","수변로 334","-","중개거래","인천 부평구","-"
"72","인천광역시 부평구 삼산동","40-1","0040","0001","현대","84.5600","202408","16","31,000","-","19","개인","개인","1995","부평북로 407","-","중개거래","인천 부평구","-"
"73","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9900","202408","16","39,500","-","7","개인","개인","1998","부개로 11","-","중개거래","인천 부평구","-"
"74","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9900","202408","16","34,100","-","10","개인","개인","1998","부개로 11","-","중개거래","인천 부평구","-"
"75","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.5600","202408","16","27,000","303","11","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","24.08.16"
"76","인천광역시 부평구 산곡동","124-23","0124","0023","한화1단지","84.3700","202408","16","37,400","-","11","개인","개인","1997","원적로 361","-","중개거래","인천 부평구","-"
"77","인천광역시 부평구 산곡동","185-17","0185","0017","한양(185-17)","130.7400","202408","16","33,500","-","3","개인","개인","1993","마장로272번길 20","-","중개거래","인천 부평구","-"
"78","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","84.8200","202408","16","63,000","-","4","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","-"
"79","인천광역시 부평구 청천동","192","0192","0000","우림필유(192-0)","84.9955","202408","15","37,900","-","20","개인","개인","2005","세월천로25번길 43","-","중개거래","인천 부평구","-"
"80","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.9500","202408","15","42,800","-","2","개인","개인","1999","원적로 361","20240828","중개거래","인천 부평구","-"
"81","인천광역시 부평구 부개동","494-1","0494","0001","대동(494-1)","84.9400","202408","15","35,000","-","8","개인","개인","1991","부일로113번길 11","-","중개거래","인천 부평구","-"
"82","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","84.3600","202408","15","37,000","-","18","개인","개인","1993","갈월동로 34","-","중개거래","인천 부평구","-"
"83","인천광역시 부평구 삼산동","454-4","0454","0004","서해그랑블5단지","118.1342","202408","15","85,500","-","16","개인","개인","2004","굴포로 158","-","중개거래","인천 부평구","-"
"84","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202408","15","35,000","-","16","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구, 인천 연수구","-"
"85","인천광역시 부평구 갈산동","454","0454","0000","대성유니드","84.8640","202408","15","33,800","-","12","개인","개인","2007","새갈로 57","-","중개거래","인천 부평구","-"
"86","인천광역시 부평구 갈산동","171","0171","0000","부평지웰에스테이트","74.9700","202408","15","46,500","-","9","개인","개인","2021","주부토로249번길 17","-","중개거래","인천 부평구","-"
"87","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","44.9400","202408","15","18,600","-","5","개인","개인","1992","굴포로 81","-","중개거래","인천 부평구","-"
"88","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.9500","202408","15","42,800","-","2","개인","개인","1999","원적로 361","-","중개거래","인천 부평구","-"
"89","인천광역시 부평구 산곡동","264-1","0264","0001","뉴서울(264-1)","84.8900","202408","15","25,400","-","14","개인","개인","1991","부흥로123번길 36","-","중개거래","인천 부평구","-"
"90","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","84.7400","202408","15","61,000","-","5","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","-"
"91","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","110.0740","202408","15","83,300","-","8","개인","개인","2011","안남로 269","-","중개거래","인천 부평구","-"
"92","인천광역시 부평구 산곡동","155-1","0155","0001","한양(155-1)","84.6650","202408","14","30,700","-","10","개인","개인","1992","안남로 231","-","중개거래","인천 부평구","-"
"93","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202408","14","18,200","-","1","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","-"
"94","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202408","14","36,000","-","15","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","-"
"95","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202408","14","50,300","-","10","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","-"
"96","인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","99.8600","202408","14","58,000","-","11","개인","개인","1999","부개로 58","-","중개거래","인천 부평구","-"
"97","인천광역시 부평구 부개동","380","0380","0000","한일","61.4700","202408","14","27,000","-","1","개인","개인","1984","항동로45번길 53-17","-","중개거래","인천 부평구","-"
"98","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","84.7200","202408","14","54,000","-","4","개인","개인","1995","부흥로 246","-","직거래","-","-"
"99","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","76.3880","202408","14","28,000","-","1","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","-"
"100","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9710","202408","14","61,500","-","9","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","-"
"101","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","133.4480","202408","14","43,000","-","9","개인","개인","1993","안남로 260","-","중개거래","인천 부평구","-"
"102","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202408","14","32,700","-","7","개인","개인","1999","원적로 361","-","중개거래","인천 부평구","-"
"103","인천광역시 부평구 십정동","607","0607","0000","동암신동아","84.9400","202408","13","38,000","-","6","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"104","인천광역시 부평구 십정동","607","0607","0000","동암신동아","130.8000","202408","13","49,500","-","9","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"105","인천광역시 부평구 십정동","609","0609","0000","부평금호어울림","84.7900","202408","13","38,500","-","5","개인","개인","2008","경원대로1110번길 20","-","중개거래","인천 부평구","-"
"106","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","59.8500","202408","13","28,500","-","1","개인","개인","1993","갈월동로 40","-","중개거래","인천 부평구","-"
"107","인천광역시 부평구 부개동","191-15","0191","0015","삼성","81.2100","202408","13","24,500","-","5","개인","개인","2003","수변로 74","-","중개거래","인천 부평구","-"
"108","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.9700","202408","13","31,500","-","9","개인","개인","1996","길주남로 143","-","직거래","-","-"
"109","인천광역시 부평구 산곡동","182","0182","0000","한양(182)","76.4700","202408","12","40,700","-","3","개인","개인","1985","마장로 287","-","중개거래","인천 부평구","-"
"110","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202408","12","59,900","-","2","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","-"
"111","인천광역시 부평구 삼산동","56-3","0056","0003","삼보","84.9500","202408","12","28,000","-","8","개인","개인","1990","후정동로 43","-","중개거래","인천 부평구","-"
"112","인천광역시 부평구 부평동","534-88","0534","0088","부평룩소르주상복합아파트","49.7801","202408","12","19,500","-","5","개인","개인","2018","경원대로 1350","-","중개거래","인천 미추홀구","-"
"113","인천광역시 부평구 부평동","1002","1002","0000","인천부평우미린더센트럴","59.8335","202408","12","54,000","-","19","개인","개인","2023","부흥북로 89","-","중개거래","인천 부평구","-"
"114","인천광역시 부평구 부개동","494","0494","0000","성일","58.9800","202408","12","24,800","-","3","개인","개인","1990","수변로52번길 6","-","중개거래","인천 부평구","-"
"115","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.5600","202408","12","28,500","-","11","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","-"
"116","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","59.9930","202408","12","38,300","-","2","개인","개인","2022","경인로1024번길 21","-","중개거래","인천 부평구","-"
"117","인천광역시 부평구 갈산동","179-1","0179","0001","한국","84.9900","202408","12","35,000","-","10","개인","개인","1998","부평대로278번길 42","-","중개거래","인천 부평구","-"
"118","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202408","12","26,300","-","5","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"119","인천광역시 부평구 십정동","629","0629","0000","서희스타힐스부평센트럴","59.9376","202408","12","37,500","-","10","개인","개인","2021","상정로 41","-","중개거래","인천 부평구","-"
"120","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","115.0311","202408","12","65,000","-","15","개인","개인","2007","원적로 344","-","중개거래","인천 부평구","-"
"121","인천광역시 부평구 삼산동","170-1","0170","0001","삼산벽산블루밍","59.2488","202408","11","32,300","-","15","개인","개인","2005","후정동로 12","-","중개거래","인천 부평구","-"
"122","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","39.5000","202408","11","26,500","-","7","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","-"
"123","인천광역시 부평구 부평동","534-96","0534","0096","두산위브","84.8400","202408","11","46,800","-","14","개인","개인","2005","경원대로1344번길 8","-","중개거래","인천 부평구","-"
"124","인천광역시 부평구 부평동","995","0995","0000","부평역화성파크드림","75.8025","202408","10","53,000","-","3","개인","개인","2020","동수로 80","-","중개거래","인천 부평구","-"
"125","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202408","10","34,000","-","13","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","-"
"126","인천광역시 부평구 청천동","192","0192","0000","우림필유(192-0)","77.6655","202408","10","30,000","-","3","개인","개인","2005","세월천로25번길 43","-","중개거래","인천 부평구","-"
"127","인천광역시 부평구 청천동","259","0259","0000","쌍용","84.8700","202408","10","31,500","-","2","개인","개인","1990","길주로494번길 12","-","중개거래","인천 부평구","-"
"128","인천광역시 부평구 삼산동","500","0500","0000","임광그대가","84.9100","202408","10","45,000","-","6","개인","개인","2008","영성서로 10","-","중개거래","인천 부평구","-"
"129","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","59.9730","202408","10","53,000","-","10","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","-"
"130","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","59.9730","202408","10","53,000","-","9","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","-"
"131","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9900","202408","10","34,000","-","13","개인","개인","1998","부개로 11","-","중개거래","인천 부평구","-"
"132","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","59.8500","202408","10","25,800","-","5","개인","개인","1993","갈월동로 40","-","중개거래","인천 부평구","-"
"133","인천광역시 부평구 갈산동","361-4","0361","0004","대동1","106.6200","202408","10","47,000","-","3","개인","개인","1992","주부토로 193","-","중개거래","인천 부평구","-"
"134","인천광역시 부평구 청천동","259","0259","0000","쌍용","56.2500","202408","10","24,500","-","6","개인","개인","1990","길주로494번길 12","-","중개거래","인천 부평구","-"
"135","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","59.9950","202408","10","44,800","-","2","개인","개인","2011","안남로 269","-","중개거래","인천 부평구","-"
"136","인천광역시 부평구 산곡동","91-2","0091","0002","부평IPARK","84.5800","202408","10","65,000","-","22","개인","개인","2020","길주로364번길 9","-","중개거래","인천 부평구","-"
"137","인천광역시 부평구 산곡동","124-23","0124","0023","한화1단지","101.9500","202408","10","49,500","-","17","개인","개인","1997","원적로 361","-","중개거래","인천 부평구","-"
"138","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","84.3700","202408","10","62,000","-","6","개인","개인","2011","안남로 269","-","중개거래","인천 부평구","-"
"139","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","84.9980","202408","10","34,900","-","10","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","-"
"140","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","84.3600","202408","09","33,000","-","14","개인","개인","1993","갈월동로 42","-","중개거래","인천 부평구","-"
"141","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.3400","202408","09","24,000","-","2","개인","개인","2000","부평북로 463","-","중개거래","인천 부평구","-"
"142","인천광역시 부평구 산곡동","306-3","0306","0003","우성4차","84.9700","202408","09","31,900","404","7","개인","개인","1991","안남로123번길 46","-","중개거래","인천 부평구","24.08.20"
"143","인천광역시 부평구 산곡동","185-17","0185","0017","한양(185-17)","84.6750","202408","09","30,800","-","10","개인","개인","1993","마장로272번길 20","-","중개거래","인천 부평구","-"
"144","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","84.5552","202408","09","60,000","-","28","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","-"
"145","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.9600","202408","09","68,500","-","16","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","-"
"146","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202408","09","17,500","1","12","개인","개인","1989","충선로 191","-","직거래","-","24.08.20"
"147","인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","134.9650","202408","09","64,000","-","15","개인","개인","1999","부개로 58","-","중개거래","인천 부평구","-"
"148","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","84.9600","202408","09","39,800","-","10","개인","개인","1989","안남로 91","-","중개거래","인천 부평구","-"
