"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-12-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"939","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202309","14","44,300","301","22","-","-","1998","안남로 272","-","중개거래","인천 부평구","23.11.22"
"940","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","59.8000","202309","13","30,000","707","15","-","-","1998","동수천로 118","-","중개거래","인천 부평구","23.11.20"
"941","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202309","13","28,500","406","8","-","-","2000","영성중로 57","-","중개거래","인천 부평구","23.11.23"
"942","인천광역시 부평구 삼산동","40-1","0040","0001","현대","59.9300","202309","13","21,300","102","20","-","-","1995","부평북로 407","-","중개거래","인천 부평구","23.10.16"
"943","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","76.3880","202309","13","28,800","8","15","-","-","1989","부영로 196","-","중개거래","인천 강화군 인천 부평구","23.11.15"
"944","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","84.9080","202309","13","52,500","104","11","-","-","2007","후정로 7","-","중개거래","인천 부평구","23.11.16"
"945","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","59.6100","202309","13","21,000","제506동","3","-","-","1993","안남로 260","-","중개거래","인천 부평구","23.10.27"
"946","인천광역시 부평구 산곡동","307","0307","0000","현대1차","72.4800","202309","13","34,000","122","9","-","-","1986","경원대로 1269","-","중개거래","인천 부평구","23.11.03"
"947","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","84.9588","202309","13","48,700","113","3","-","-","2007","원적로 344","-","중개거래","인천 부평구","23.09.21"
"948","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","84.4300","202309","13","30,300","103","10","-","-","1990","안남로222번길 27","-","중개거래","인천 부평구","23.11.30"
"949","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202309","13","32,500","202","20","-","-","1998","안남로 272","-","중개거래","인천 부평구","23.11.21"
"950","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9630","202309","13","60,000","101","4","-","-","2014","길주남로10번길 21","-","중개거래","인천 부평구","23.12.01"
"951","인천광역시 부평구 삼산동","513","0513","0000","서해그랑블","84.9800","202309","13","50,000","203","31","-","-","2011","영성동로18번길 20","-","중개거래","서울 성동구","23.10.11"
"952","인천광역시 부평구 부개동","525","0525","0000","부개역코오롱하늘채","59.9611","202309","13","45,500","101","4","-","-","2021","부평문화로 216","-","중개거래","인천 부평구","23.11.20"
"953","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","59.9990","202309","13","40,000","103","9","-","-","2007","후정로 7","-","중개거래","경기 부천시 인천 부평구","23.11.16"
"954","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9900","202309","13","30,800","510","3","-","-","1998","부개로 11","-","중개거래","인천 부평구","23.11.24"
"955","인천광역시 부평구 청천동","399-6","0399","0006","광명","59.9750","202309","12","17,300","103","10","-","-","1995","평천로153번길 13","-","중개거래","경기 부천시 인천 부평구","23.10.19"
"956","인천광역시 부평구 청천동","5-5","0005","0005","영진","59.7700","202309","12","16,700","-","13","-","-","1995","청중로 81","-","중개거래","인천 부평구","23.10.05"
"957","인천광역시 부평구 산곡동","179-92","0179","0092","현대(179-92)","84.9400","202309","12","31,000","104","7","-","-","1999","원적로269번길 15","-","중개거래","인천 부평구","23.12.11"
"958","인천광역시 부평구 산곡동","191-3","0191","0003","무지개","73.2900","202309","12","22,500","2","9","-","-","1991","마장로264번길 14","-","중개거래","인천 부평구","23.10.30"
"959","인천광역시 부평구 산곡동","264-1","0264","0001","뉴서울(264-1)","84.9600","202309","12","29,300","203","3","-","-","1991","부흥로123번길 36","-","중개거래","인천 부평구","23.11.03"
"960","인천광역시 부평구 산곡동","261-8","0261","0008","경남5차","84.9700","202309","12","25,000","501","4","-","-","1992","마장로264번길 66","-","중개거래","인천 부평구","23.09.25"
"961","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202309","12","28,000","105","4","-","-","2000","부평북로 431","-","중개거래","인천 부평구","23.12.22"
"962","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","84.3600","202309","12","34,800","1","16","-","-","1993","갈월동로 42","-","중개거래","인천 부평구","23.11.13"
"963","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202309","12","25,500","제109","1","-","-","1998","세월천로 16","-","중개거래","인천 부평구","23.11.20"
"964","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202309","11","46,800","614","15","-","-","1997","부개로 12","-","중개거래","인천 부평구","23.11.30"
"965","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202309","11","27,750","410","8","-","-","2000","영성중로 57","-","중개거래","인천 부평구","23.10.30"
"966","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202309","11","25,800","105","3","-","-","2000","부평북로 431","-","중개거래","인천 부평구","23.12.04"
"967","인천광역시 부평구 부개동","442-3","0442","0003","한국","84.1950","202309","11","27,000","105","10","-","-","1992","동수로120번길 11","-","중개거래","인천 부평구","23.10.10"
"968","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202309","11","35,000","24","13","-","-","1988","부평문화로 37","-","중개거래","인천 부평구","23.12.15"
"969","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202309","11","41,500","302","19","-","-","1998","안남로 272","-","중개거래","인천 부평구","23.11.15"
"970","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","49.9400","202309","11","22,000","102","10","-","-","1992","굴포로 81","-","중개거래","인천 부평구","23.11.30"
"971","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202309","11","34,500","114","20","-","-","2005","굴포로 105","-","중개거래","인천 부평구","23.11.17"
"972","인천광역시 부평구 삼산동","170-1","0170","0001","삼산벽산블루밍","84.3175","202309","11","42,200","101","10","-","-","2005","후정동로 12","-","중개거래","인천 부평구","23.11.29"
"973","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202309","11","27,800","204","1","-","-","1998","안남로 272","-","중개거래","인천 부평구","23.10.17"
"974","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","125.3400","202309","11","51,000","312","4","-","-","1990","마장로 121","-","중개거래","인천 부평구","23.10.04"
"975","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","59.8167","202309","11","37,500","110","13","-","-","2007","원적로 344","-","중개거래","인천 부평구","23.12.13"
"976","인천광역시 부평구 부개동","477-5","0477","0005","동아","40.1400","202309","10","30,000","제5","2","-","-","1988","길주남로113번길 12","-","중개거래","인천 부평구","23.11.30"
"977","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","49.9600","202309","10","24,000","304","14","-","-","1996","길주남로 144","-","중개거래","인천 부평구","23.11.24"
"978","인천광역시 부평구 부개동","477-5","0477","0005","동아","40.1400","202309","10","30,000","-","2","-","-","1988","길주남로113번길 12","20230915","중개거래","인천 부평구","-"
"979","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202309","10","35,000","11","4","-","-","1986","부평문화로 37","-","중개거래","인천 부평구","23.11.30"
"980","인천광역시 부평구 십정동","617","0617","0000","브라운스톤백운","60.6841","202309","10","31,700","104","5","-","-","2014","마장로 43-20","-","중개거래","인천 부평구","23.11.10"
"981","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","72.5400","202309","10","31,900","211","4","-","-","1989","안남로 91","-","중개거래","인천 부평구","23.12.20"
"982","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","59.9000","202309","10","27,000","202","13","-","-","1987","안남로 91","-","중개거래","인천 부평구","23.09.26"
"983","인천광역시 부평구 산곡동","255-1","0255","0001","뉴서울아파트","74.4100","202309","10","23,600","5","3","-","-","1991","마장로264번길 33","-","중개거래","인천 부평구","23.11.20"
"984","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","59.9950","202309","10","44,800","106","3","-","-","2011","안남로 269","-","중개거래","인천 부평구","23.11.15"
"985","인천광역시 부평구 삼산동","500","0500","0000","임광그대가","84.9100","202309","09","38,500","104","3","-","-","2008","영성서로 10","-","중개거래","인천 부평구","23.10.27"
"986","인천광역시 부평구 산곡동","274","0274","0000","경남2차","84.4300","202309","09","32,000","202","15","-","-","1991","안남로222번길 30","-","중개거래","인천 부평구","23.12.20"
"987","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202309","09","33,800","202","10","-","-","1999","원적로 361","-","중개거래","인천 부평구","23.12.01"
"988","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202309","09","29,000","206","17","-","-","1999","원적로 361","-","중개거래","인천 부평구","23.09.26"
"989","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.9500","202309","09","42,000","-","4","-","-","1999","원적로 361","20231201","중개거래","인천 부평구","-"
"990","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.9500","202309","09","42,000","219","4","-","-","1999","원적로 361","-","중개거래","인천 부평구","23.12.11"
"991","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","59.8032","202309","09","45,000","-","12","-","-","2022","열우물로 90","20230911","중개거래","인천 부평구","-"
"992","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.9300","202309","09","31,500","108","11","-","-","1996","길주남로 143","-","중개거래","인천 부평구","24.01.02"
"993","인천광역시 부평구 부개동","120-46","0120","0046","백영","59.5000","202309","09","26,900","101","19","-","-","1999","수변로 115","-","중개거래","인천 부평구","23.10.26"
"994","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","59.8032","202309","09","45,000","105","12","-","-","2022","열우물로 90","-","중개거래","인천 부평구","23.11.03"
"995","인천광역시 부평구 십정동","607","0607","0000","동암신동아","84.9400","202309","09","34,500","110","23","-","-","2000","아트센터로 118","-","중개거래","인천 부평구","23.10.10"
"996","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","76.7400","202309","09","49,000","2","7","-","-","1988","부평문화로 37","-","중개거래","인천 부평구","23.12.29"
"997","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202309","09","55,000","711","2","-","-","2004","체육관로 27","-","중개거래","인천 부평구","23.10.30"
"998","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202309","09","62,000","702","14","-","-","2004","체육관로 27","-","중개거래","인천 부평구","23.12.14"
"999","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202309","09","35,100","119","16","-","-","2005","굴포로 105","-","중개거래","인천 부평구","23.09.20"
"1000","인천광역시 부평구 청천동","236","0236","0000","대진","56.3400","202309","09","25,900","라","4","-","-","1995","원길로 12","-","중개거래","인천 부평구","23.10.13"
"1001","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202309","09","30,700","104","10","-","-","1998","안남로 272","-","중개거래","인천 부평구","23.11.30"
"1002","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202309","09","40,000","102","22","-","-","1998","안남로 272","-","중개거래","경기 하남시 인천 부평구","23.12.01"
"1003","인천광역시 부평구 부평동","379-77","0379","0077","케이(2동)","69.8100","202309","09","25,000","케이아파트 2","12","-","-","2014","주부토로66번길 65","-","중개거래","인천 부평구 인천 서구","23.11.23"
"1004","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","84.3620","202309","09","62,000","103","6","-","-","2011","안남로 269","-","중개거래","인천 부평구","23.12.12"
"1005","인천광역시 부평구 산곡동","518","0518","0000","부평샬레아넬리스","59.9509","202309","09","31,500","103","17","-","-","2019","원적로 238","-","중개거래","인천 부평구","23.10.10"
"1006","인천광역시 부평구 산곡동","91-2","0091","0002","부평IPARK","69.2800","202309","09","52,800","102","21","-","-","2020","길주로364번길 9","-","중개거래","인천 부평구","23.12.01"
"1007","인천광역시 부평구 산곡동","91-2","0091","0002","부평IPARK","69.1900","202309","09","52,500","101","29","-","-","2020","길주로364번길 9","-","중개거래","인천 부평구","23.12.14"
"1008","인천광역시 부평구 산곡동","91-2","0091","0002","부평IPARK","69.9400","202309","09","51,500","102","9","-","-","2020","길주로364번길 9","-","중개거래","인천 부평구","23.11.09"
"1009","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","84.8900","202309","09","56,100","104","4","-","-","2022","원적로287번길 25","-","중개거래","인천 부평구","24.01.22"
"1010","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202309","08","28,900","103","18","-","-","2000","부평북로 431","-","중개거래","인천 부평구","23.10.30"
"1011","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202309","08","19,500","205","15","-","-","2000","부평북로 432","-","중개거래","인천 부평구","23.09.18"
"1012","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","45.0000","202309","08","18,800","201","16","-","-","1993","주부토로 201","-","중개거래","인천 부평구","23.12.15"
"1013","인천광역시 부평구 부평동","438-1","0438","0001","백조주상복합","55.3500","202309","08","17,300","-","4","-","-","1997","부평대로98번길 35","-","중개거래","인천 부평구","23.12.08"
"1014","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","84.7200","202309","08","61,600","16","13","-","-","1996","부흥로 246","-","중개거래","인천 부평구","23.11.08"
"1015","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202309","08","28,500","108","5","-","-","2005","이규보로 79","-","중개거래","인천 부평구","23.10.30"
"1016","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202309","08","16,800","3","3","-","-","1989","충선로 191","-","중개거래","인천 부평구","23.11.29"
"1017","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202309","08","28,500","-","5","-","-","2005","이규보로 79","20231004","중개거래","인천 부평구","-"
"1018","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202309","08","27,500","116","18","-","-","2000","아트센터로 118","-","중개거래","인천 부평구","23.10.10"
"1019","인천광역시 부평구 산곡동","506","0506","0000","신명스카이뷰","84.9937","202309","08","34,800","104","5","-","-","2007","원적로 270","-","중개거래","인천 부평구","23.10.19"
"1020","인천광역시 부평구 산곡동","518","0518","0000","부평샬레아넬리스","59.8669","202309","08","31,000","103","15","-","-","2019","원적로 238","-","중개거래","인천 부평구","23.11.10"
"1021","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202309","08","29,300","201","19","-","-","1999","원적로 361","-","중개거래","인천 부평구","23.11.10"
"1022","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","72.5400","202309","08","31,500","211","12","-","-","1989","안남로 91","-","중개거래","인천 부평구","23.11.17"
"1023","인천광역시 부평구 부개동","308-3","0308","0003","부개동동도센트리움","45.2290","202309","08","26,800","102","3","-","-","2014","경인로1099번길 39","-","중개거래","경기 부천시 인천 부평구","23.11.22"
"1024","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202309","07","36,400","제110","19","-","-","1998","세월천로 16","-","중개거래","인천 부평구","23.11.23"
"1025","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","84.4300","202309","07","31,000","103","4","-","-","1990","안남로222번길 27","-","중개거래","인천 부평구","23.09.22"
"1026","인천광역시 부평구 산곡동","255-1","0255","0001","뉴서울아파트","84.8100","202309","07","25,000","4","2","-","-","1991","마장로264번길 33","-","중개거래","인천 부평구","23.10.25"
"1027","인천광역시 부평구 구산동","360","0360","0000","부평자이","84.7461","202309","07","40,000","105","17","-","-","2006","일신로 120","-","직거래","-","23.10.10"
"1028","인천광역시 부평구 부개동","260-10","0260","0010","성업","51.9600","202309","07","16,000","가","2","-","-","1985","경인로1046번길 12","-","중개거래","인천 부평구","23.12.01"
"1029","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202309","07","44,500","605","6","-","-","1997","부개로 12","-","중개거래","인천 부평구","23.11.17"
"1030","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202309","07","18,500","2","9","-","-","1989","충선로 191","-","중개거래","서울 강동구 인천 부평구","23.09.22"
"1031","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202309","07","39,000","207","13","-","-","1998","안남로 272","-","중개거래","인천 부평구","23.12.08"
"1032","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202309","07","39,000","207","13","-","-","1998","안남로 272","-","중개거래","인천 부평구","23.12.08"
"1033","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202309","07","36,300","207","3","-","-","1998","안남로 272","-","중개거래","인천 부평구","23.11.30"
"1034","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202309","07","30,000","203","5","-","-","1998","안남로 272","-","중개거래","인천 부평구","24.01.31"
"1035","인천광역시 부평구 산곡동","264-1","0264","0001","뉴서울(264-1)","84.9600","202309","06","20,000","203","2","-","-","1991","부흥로123번길 36","-","직거래","-","23.09.20"
"1036","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","59.8167","202309","06","37,000","206","3","-","-","2007","원적로 344","-","중개거래","인천 부평구","23.12.13"
"1037","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202309","06","22,500","107","1","-","-","2000","부평북로 431","-","중개거래","인천 부평구","23.11.20"
"1038","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","76.7400","202309","06","49,000","9","4","-","-","1986","부평문화로 37","-","중개거래","인천 부평구","23.11.01"
"1039","인천광역시 부평구 부평동","204-20","0204","0020","아이홈아파트","65.1500","202309","06","26,700","아이홈아파트","10","-","-","2016","대정로 42","-","중개거래","인천 미추홀구","23.10.06"
"1040","인천광역시 부평구 삼산동","393-4","0393","0004","삼산주공미래타운5차","84.3400","202309","06","44,500","509","10","-","-","2000","영성중로 16","-","중개거래","인천 부평구","23.11.20"
"1041","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202309","06","35,200","6","9","-","-","1987","부평문화로 37","-","중개거래","인천 부평구","23.10.05"
"1042","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202309","06","32,200","204","3","-","-","1998","안남로 272","-","중개거래","인천 부평구","23.11.23"
"1043","인천광역시 부평구 갈산동","454","0454","0000","대성유니드","59.9760","202309","06","24,000","-","11","-","-","2007","새갈로 57","20230921","중개거래","인천 부평구","-"
"1044","인천광역시 부평구 갈산동","362","0362","0000","하나","84.7500","202309","06","35,000","102","11","-","-","1992","갈월서로 45","-","중개거래","인천 부평구","23.10.10"
"1045","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","133.7100","202309","05","48,000","제107","9","-","-","1998","세월천로 16","-","중개거래","인천 부평구","23.09.07"
"1046","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202309","05","26,000","103","6","-","-","2000","부평북로 431","-","중개거래","인천 부평구","24.01.04"
"1047","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","164.8600","202309","05","75,300","20","11","-","-","1996","부흥로 246","-","중개거래","인천 부평구","23.10.19"
"1048","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","84.9980","202309","05","38,500","6","9","-","-","1989","부영로 196","-","중개거래","인천 부평구","23.11.07"
"1049","인천광역시 부평구 부평동","161-4","0161","0004","다인팰리스","55.1200","202309","05","23,500","-","2","-","-","2020","장제로 48","-","중개거래","인천 부평구","23.10.20"
"1050","인천광역시 부평구 부평동","179-8","0179","0008","해피에이스","43.1700","202309","05","19,000","-","10","-","-","2015","경원대로 1434","-","중개거래","인천 부평구","23.09.27"
"1051","인천광역시 부평구 부평동","401-33","0401","0033","현대캐슬","72.3100","202309","05","20,000","-","7","-","-","2012","부흥북로48번길 23","-","중개거래","인천 부평구","23.10.05"
"1052","인천광역시 부평구 부평동","373-15","0373","0015","필하우스","83.3600","202309","05","28,500","1","7","-","-","2009","주부토로 27","-","중개거래","경기 부천시 서울 강서구","23.11.03"
"1053","인천광역시 부평구 부평동","437-2","0437","0002","대경이즈뷰","84.7200","202309","05","28,400","-","9","-","-","2005","주부토로65번길 19","-","중개거래","인천 부평구","23.11.13"
"1054","인천광역시 부평구 갈산동","454","0454","0000","대성유니드","59.9760","202309","05","24,800","105","9","-","-","2007","새갈로 57","-","중개거래","인천 부평구","23.11.20"
"1055","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202309","05","15,000","2","7","-","-","1989","충선로 191","-","직거래","-","23.09.07"
"1056","인천광역시 부평구 구산동","360","0360","0000","부평자이","84.7461","202309","05","40,500","108","7","-","-","2006","일신로 120","-","중개거래","인천 부평구","23.11.02"
"1057","인천광역시 부평구 산곡동","307","0307","0000","현대1차","72.4800","202309","05","31,800","122","11","-","-","1986","경원대로 1269","-","중개거래","인천 부평구","23.11.30"
"1058","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","73.9600","202309","05","30,000","110","8","-","-","1989","부영로 165","-","중개거래","인천 부평구","23.12.11"
"1059","인천광역시 부평구 산곡동","82-36","0082","0036","동원(82-36)","46.8000","202309","05","14,250","2","3","-","-","1989","길주로326번길 45","-","중개거래","인천 부평구","23.10.04"
"1060","인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.6518","202309","04","28,800","105동","12","-","-","2020","평천로141번길 11","-","중개거래","인천 부평구","23.11.20"
"1061","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202309","04","32,450","제103","2","-","-","1998","세월천로 16","-","중개거래","인천 부평구","23.10.16"
"1062","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","75.2500","202309","04","28,000","107","10","-","-","1990","안남로222번길 27","-","중개거래","인천 부평구","23.10.06"
"1063","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","59.9900","202309","04","29,500","713","12","-","-","1998","동수천로 118","-","중개거래","인천 부평구","23.11.30"
"1064","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","59.8167","202309","04","36,800","105","10","-","-","2007","원적로 344","-","중개거래","인천 부평구","23.12.08"
"1065","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202309","04","41,900","120","11","-","-","2005","굴포로 105","-","중개거래","인천 부평구","23.10.25"
"1066","인천광역시 부평구 산곡동","145","0145","0000","경남3차","84.8700","202309","03","34,000","308","12","-","-","1992","마장로272번길 76","-","중개거래","인천 부평구","23.11.15"
"1067","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202309","03","42,700","101","3","-","-","1998","안남로 272","-","중개거래","인천 부평구","23.11.17"
"1068","인천광역시 부평구 부개동","525","0525","0000","부개역코오롱하늘채","74.4387","202309","03","54,000","102","8","-","-","2021","부평문화로 216","-","중개거래","인천 부평구","23.11.13"
"1069","인천광역시 부평구 부개동","494-1","0494","0001","대동(494-1)","84.9400","202309","03","34,000","제5","15","-","-","1991","부일로113번길 11","-","중개거래","인천 부평구","23.10.13"
"1070","인천광역시 부평구 부평동","222-2","0222","0002","스위트홈","41.3900","202309","03","18,000","스위트홈","8","-","-","2014","시장로 67","-","중개거래","인천 부평구","23.10.13"
"1071","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202309","03","24,000","101","2","-","-","2000","아트센터로 118","-","중개거래","인천 부평구","23.10.06"
"1072","인천광역시 부평구 산곡동","180-78","0180","0078","부평신일해피트리더루츠","59.9210","202309","02","45,900","-","12","-","-","2022","산곡로 31","-","중개거래","인천 부평구","-"
"1073","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202309","02","27,600","110","4","-","-","2005","이규보로 79","-","중개거래","인천 부평구","23.09.15"
"1074","인천광역시 부평구 산곡동","185-17","0185","0017","한양(185-17)","130.7400","202309","02","36,500","101","3","-","-","1993","마장로272번길 20","-","중개거래","인천 부평구 인천 서구","23.12.22"
"1075","인천광역시 부평구 산곡동","274-5","0274","0005","경남4차","59.7150","202309","02","21,500","403","19","-","-","1994","안남로206번길 18","-","중개거래","인천 부평구","23.10.23"
"1076","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202309","02","53,000","211","5","-","-","2005","수변로 333","-","중개거래","인천 부평구","23.11.28"
"1077","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202309","02","34,700","제121","15","-","-","1998","세월천로 16","-","중개거래","인천 부평구","23.11.13"
"1078","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202309","02","30,000","205","8","-","-","1998","안남로 272","-","중개거래","인천 부평구","23.11.06"
"1079","인천광역시 부평구 부개동","442-3","0442","0003","한국","72.5300","202309","02","28,000","-","7","-","-","1992","동수로120번길 11","20230904","중개거래","인천 부평구","-"
"1080","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","125.3400","202309","02","49,000","305","11","-","-","1990","마장로 121","-","중개거래","인천 부평구","23.12.01"
"1081","인천광역시 부평구 갈산동","159","0159","0000","대우","84.9900","202309","02","39,500","101","7","-","-","2001","평천로305번길 15","-","중개거래","인천 부평구","23.11.14"
"1082","인천광역시 부평구 청천동","377-9","0377","0009","인향","84.9500","202309","02","24,400","101","9","-","-","1994","청안로 8","-","중개거래","인천 부평구","23.09.25"
"1083","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","59.9730","202309","02","48,000","104","17","-","-","2010","부일로 69","-","중개거래","인천 부평구","23.11.02"
"1084","인천광역시 부평구 부개동","494-1","0494","0001","대동(494-1)","84.9400","202309","02","37,900","제5","4","-","-","1991","부일로113번길 11","-","중개거래","인천 부평구","23.11.22"
"1085","인천광역시 부평구 부개동","13-3","0013","0003","오성","55.6200","202309","01","22,600","가","1","-","-","1984","충선로161번길 15","-","중개거래","인천 부평구","23.11.20"
"1086","인천광역시 부평구 산곡동","222","0222","0000","한신휴","127.2070","202309","01","53,300","104","23","-","-","2003","마장로220번길 13","-","중개거래","인천 부평구","23.10.05"
"1087","인천광역시 부평구 산곡동","82-36","0082","0036","동원(82-36)","46.8000","202309","01","14,900","1","5","-","-","1989","길주로326번길 45","-","중개거래","인천 부평구","23.10.27"
"1088","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","73.9600","202309","01","30,100","110","7","-","-","1989","부영로 165","-","중개거래","인천 부평구","23.11.21"
"1089","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","84.5800","202309","01","42,500","205","18","-","-","1999","원적로 361","-","중개거래","인천 부평구","23.10.23"
